,age,job,marital,education,balance,housing,duration,campaign,y_pred
5099,56,management,married,primary,0,no,996,1,yes
5100,28,admin.,single,unknown,24,yes,415,2,no
5101,52,management,divorced,tertiary,2104,no,210,2,yes
5102,36,technician,divorced,secondary,3158,yes,144,2,no
5103,25,student,married,tertiary,10,yes,857,4,yes
5104,66,self-employed,married,tertiary,147,no,411,1,yes
5105,31,management,single,tertiary,12857,yes,483,4,yes
5106,43,technician,divorced,unknown,4389,no,632,2,yes
5107,59,management,married,tertiary,474,no,252,1,yes
5108,35,management,married,unknown,2326,yes,319,1,yes
5109,48,admin.,married,primary,3644,yes,1039,9,yes
5110,38,admin.,married,tertiary,1988,no,164,2,yes
5111,27,admin.,married,secondary,1595,no,196,2,yes
5112,25,student,single,secondary,331,no,170,4,yes
5113,56,management,married,unknown,4623,no,305,1,yes
5114,54,management,divorced,tertiary,12018,yes,267,2,yes
5115,36,unemployed,married,tertiary,154,no,556,7,yes
5116,31,admin.,single,secondary,190,no,514,1,yes
5117,62,entrepreneur,married,secondary,3904,no,403,2,yes
5118,31,technician,single,tertiary,882,no,293,1,yes
5119,66,retired,divorced,unknown,53,no,562,4,yes
5120,32,management,single,tertiary,6542,yes,1598,4,yes
5121,40,services,divorced,secondary,687,yes,531,1,yes
5122,43,blue-collar,married,primary,3064,yes,2453,2,yes
5123,51,housemaid,divorced,secondary,9228,no,655,4,yes
5124,34,blue-collar,married,secondary,800,no,144,1,no
5125,47,management,married,tertiary,3505,no,434,2,yes
5126,36,management,single,tertiary,5958,yes,155,1,yes
5127,27,technician,single,tertiary,667,no,866,2,yes
5128,52,services,divorced,secondary,36,yes,930,1,yes
5129,44,housemaid,single,primary,1059,no,2093,1,yes
5130,26,technician,married,secondary,915,no,384,1,yes
5131,32,technician,married,secondary,1547,no,289,1,yes
5132,34,management,married,tertiary,3050,yes,469,1,yes
5133,35,technician,married,tertiary,7050,no,222,3,yes
5134,32,management,single,tertiary,2,yes,100,2,no
5135,43,self-employed,married,secondary,14144,yes,504,1,no
5136,50,unemployed,married,primary,705,no,504,1,yes
5137,40,blue-collar,married,primary,1758,yes,1230,3,yes
5138,29,self-employed,single,tertiary,476,yes,427,1,yes
5139,32,technician,married,secondary,348,yes,926,1,yes
5140,50,management,married,tertiary,5969,no,455,1,yes
5141,65,unemployed,married,secondary,3195,no,904,1,yes
5142,59,self-employed,married,tertiary,2013,no,409,2,yes
5143,44,entrepreneur,married,tertiary,121,no,412,1,yes
5144,33,admin.,married,secondary,82,yes,735,1,yes
5145,33,management,single,tertiary,935,no,385,2,yes
5146,57,unemployed,married,secondary,3754,no,1063,2,yes
5147,38,management,single,tertiary,104,yes,606,3,yes
5148,49,management,married,tertiary,4751,no,884,4,yes
5149,45,blue-collar,married,unknown,1529,yes,181,1,no
5150,25,technician,single,secondary,102,no,574,2,yes
5151,22,housemaid,single,secondary,1796,no,369,3,yes
5152,32,management,single,tertiary,935,no,161,2,yes
5153,36,services,single,secondary,365,no,643,1,yes
5154,32,management,divorced,tertiary,222,no,820,4,yes
5155,45,blue-collar,single,secondary,0,no,374,2,no
5156,35,housemaid,single,secondary,1015,yes,406,2,no
5157,23,student,single,secondary,107,no,84,1,yes
5158,50,blue-collar,married,primary,82,no,456,1,yes
5159,31,management,married,tertiary,877,no,192,1,yes
5160,61,retired,married,tertiary,2557,yes,89,1,yes
5161,42,blue-collar,married,primary,1673,yes,636,3,yes
5162,39,blue-collar,married,secondary,2467,no,207,2,yes
5163,37,technician,single,secondary,980,no,1306,5,yes
5164,30,blue-collar,single,secondary,183,yes,610,1,yes
5165,55,unemployed,divorced,secondary,387,yes,918,1,yes
5166,30,services,divorced,primary,459,yes,494,1,yes
5167,57,management,married,tertiary,1227,no,232,1,yes
5168,31,unemployed,single,tertiary,302,no,349,1,yes
5169,37,entrepreneur,divorced,secondary,175,yes,753,6,yes
5170,34,blue-collar,married,secondary,182,no,938,2,yes
5171,31,technician,married,secondary,-367,yes,474,2,yes
5172,52,technician,married,tertiary,876,no,601,3,yes
5173,48,unemployed,divorced,secondary,201,no,594,1,yes
5174,73,retired,married,primary,796,no,427,1,yes
5175,54,retired,divorced,tertiary,0,no,618,1,yes
5176,38,admin.,married,secondary,1559,no,136,2,yes
5177,39,blue-collar,married,primary,70,no,813,1,yes
5178,44,self-employed,single,tertiary,2734,yes,897,4,yes
5179,29,admin.,single,secondary,3528,no,137,1,yes
5180,51,management,married,tertiary,469,no,200,1,yes
5181,31,blue-collar,married,secondary,3311,yes,719,1,yes
5182,33,services,single,secondary,152,yes,202,2,no
5183,39,self-employed,married,tertiary,1047,no,554,1,yes
5184,30,technician,married,secondary,484,yes,703,1,yes
5185,39,technician,married,secondary,1587,yes,108,2,no
5186,25,management,married,tertiary,4461,no,796,5,yes
5187,57,admin.,single,secondary,3551,yes,458,1,yes
5188,35,management,married,tertiary,495,no,266,1,yes
5189,27,blue-collar,single,secondary,3792,no,279,2,yes
5190,27,technician,single,secondary,489,yes,356,4,no
5191,28,self-employed,single,tertiary,159,no,449,2,yes
5192,41,admin.,single,secondary,985,yes,274,2,no
5193,46,blue-collar,married,primary,369,yes,916,2,yes
5194,38,management,divorced,secondary,257,yes,435,1,no
5195,35,technician,married,secondary,2779,no,118,2,no
5196,24,services,single,secondary,638,yes,792,3,yes
5197,24,blue-collar,single,secondary,833,yes,956,1,yes
5198,28,management,single,tertiary,9314,no,276,2,yes
5199,28,admin.,single,secondary,4745,no,360,1,yes
5200,53,management,married,secondary,2693,no,90,1,no
5201,45,management,married,tertiary,160,no,182,2,yes
5202,33,services,married,secondary,1697,no,179,1,yes
5203,51,management,married,tertiary,0,no,302,1,yes
5204,32,technician,single,tertiary,-770,yes,618,1,yes
5205,65,retired,married,secondary,20806,no,523,2,yes
5206,32,blue-collar,married,primary,3136,yes,820,1,yes
5207,67,retired,married,primary,1430,no,499,2,yes
5208,53,technician,married,secondary,6831,no,1130,2,yes
5209,41,blue-collar,divorced,primary,664,no,955,5,yes
5210,30,blue-collar,single,secondary,49,no,808,2,yes
5211,37,blue-collar,married,secondary,604,yes,371,1,no
5212,27,technician,single,tertiary,931,yes,1078,1,yes
5213,77,retired,married,tertiary,699,no,425,2,yes
5214,32,admin.,single,secondary,212,no,830,5,yes
5215,25,management,single,tertiary,362,no,617,2,yes
5216,32,management,single,tertiary,2667,yes,971,2,yes
5217,43,technician,married,secondary,-754,yes,727,3,yes
5218,30,services,married,secondary,517,no,141,2,no
5219,59,management,divorced,tertiary,258,yes,266,1,no
5220,61,retired,married,tertiary,3140,yes,975,4,yes
5221,32,self-employed,single,tertiary,658,yes,283,1,yes
5222,37,management,married,tertiary,255,no,562,2,yes
5223,51,self-employed,married,tertiary,5350,yes,612,4,yes
5224,55,management,divorced,tertiary,9756,yes,103,2,no
5225,38,management,single,tertiary,3646,yes,1710,2,yes
5226,47,admin.,married,secondary,368,no,403,1,yes
5227,59,services,divorced,secondary,1,yes,602,1,yes
5228,51,retired,married,secondary,1435,no,587,1,yes
5229,25,admin.,single,secondary,122,yes,481,2,yes
5230,67,retired,divorced,primary,2027,no,161,2,yes
5231,58,entrepreneur,married,secondary,496,no,132,1,no
5232,52,management,single,tertiary,83,no,1223,6,yes
5233,54,technician,single,tertiary,467,yes,674,3,yes
5234,27,technician,single,secondary,0,no,732,1,yes
5235,41,services,married,secondary,471,yes,954,2,yes
5236,72,retired,married,secondary,5715,no,1114,1,yes
5237,24,blue-collar,married,secondary,-389,yes,1242,1,yes
5238,36,admin.,single,tertiary,364,no,185,1,yes
5239,39,services,married,secondary,25,yes,658,1,yes
5240,55,technician,divorced,secondary,3450,no,169,1,yes
5241,35,admin.,married,secondary,2374,yes,765,2,yes
5242,32,technician,single,tertiary,5514,no,319,1,yes
5243,29,blue-collar,single,tertiary,455,no,214,2,yes
5244,59,services,single,secondary,739,no,408,1,yes
5245,33,management,married,secondary,336,no,179,3,no
5246,30,services,divorced,secondary,436,yes,1720,1,yes
5247,30,management,single,tertiary,536,no,309,1,yes
5248,37,management,married,tertiary,0,no,268,2,yes
5249,39,management,single,tertiary,0,yes,224,3,no
5250,40,blue-collar,married,unknown,1181,yes,718,2,yes
5251,29,management,single,tertiary,265,no,491,1,yes
5252,24,unemployed,single,secondary,2573,no,375,2,yes
5253,31,blue-collar,married,primary,-537,yes,1039,7,yes
5254,62,management,married,secondary,1128,no,236,1,yes
5255,33,admin.,married,unknown,2780,no,485,1,yes
5256,67,management,married,tertiary,405,no,344,2,yes
5257,44,self-employed,married,secondary,706,no,204,1,yes
5258,79,retired,married,secondary,2661,no,254,5,yes
5259,30,technician,single,secondary,2734,no,459,3,yes
5260,38,housemaid,married,primary,196,no,574,1,yes
5261,31,management,single,tertiary,533,no,372,1,yes
5262,38,technician,married,secondary,6728,no,252,4,yes
5263,36,services,single,secondary,1227,yes,775,5,yes
5264,30,blue-collar,married,secondary,5,no,840,3,yes
5265,34,technician,married,tertiary,197,no,78,3,no
5266,27,management,single,primary,13,no,475,3,yes
5267,32,admin.,married,tertiary,284,yes,717,3,yes
5268,37,management,single,tertiary,33,yes,186,1,no
5269,56,management,married,tertiary,2333,no,244,1,yes
5270,28,blue-collar,single,secondary,1705,no,412,2,yes
5271,49,blue-collar,married,secondary,2039,yes,451,1,yes
5272,23,student,single,secondary,381,no,696,1,yes
5273,56,retired,married,secondary,3738,yes,156,1,no
5274,54,blue-collar,divorced,primary,4401,no,414,1,no
5275,59,management,married,tertiary,553,yes,1272,3,yes
5276,53,technician,married,secondary,-725,yes,1205,1,yes
5277,51,retired,married,primary,67,no,835,1,yes
5278,31,unemployed,married,tertiary,330,no,309,1,yes
5279,62,management,divorced,tertiary,5943,no,196,4,yes
5280,38,technician,single,tertiary,25,yes,232,2,no
5281,25,management,single,tertiary,316,no,347,2,yes
5282,43,technician,divorced,unknown,4389,no,618,1,yes
5283,45,admin.,divorced,secondary,0,no,264,1,yes
5284,78,retired,divorced,primary,1389,no,335,1,yes
5285,30,management,single,tertiary,398,no,102,1,no
5286,69,retired,divorced,tertiary,247,no,138,2,yes
5287,48,entrepreneur,married,secondary,0,no,431,2,no
5288,31,admin.,single,secondary,131,yes,151,1,no
5289,57,retired,single,primary,604,no,187,1,yes
5290,45,admin.,divorced,secondary,0,yes,102,1,no
5291,48,blue-collar,married,secondary,238,yes,118,2,no
5292,34,admin.,single,secondary,673,yes,89,1,no
5293,37,entrepreneur,married,tertiary,7944,no,102,1,no
5294,32,management,married,tertiary,3696,no,315,3,yes
5295,35,self-employed,married,secondary,347,no,231,1,yes
5296,31,blue-collar,married,primary,-199,yes,149,5,no
5297,54,technician,married,tertiary,337,yes,302,2,no
5298,52,unemployed,married,secondary,5091,no,309,1,yes
5299,29,self-employed,single,secondary,970,yes,240,1,no
5300,34,services,single,secondary,258,yes,131,2,no
5301,37,blue-collar,divorced,secondary,614,yes,185,1,no
5302,66,housemaid,married,secondary,1929,no,169,1,yes
5303,33,technician,married,secondary,2362,yes,271,4,no
5304,60,retired,married,secondary,8121,yes,98,7,no
5305,55,management,divorced,tertiary,608,yes,161,2,no
5306,34,blue-collar,single,secondary,3723,yes,47,5,no
5307,52,blue-collar,married,primary,117,no,164,2,no
5308,29,services,married,secondary,363,yes,164,1,no
5309,43,services,divorced,secondary,130,yes,193,1,no
5310,57,services,divorced,primary,2225,yes,8,4,no
5311,32,blue-collar,married,primary,-105,yes,454,19,no
5312,67,unknown,married,tertiary,7687,no,70,3,no
5313,45,services,married,secondary,222,no,119,11,no
5314,47,technician,single,secondary,736,no,212,2,no
5315,31,self-employed,single,tertiary,84,no,157,4,no
5316,52,blue-collar,divorced,primary,196,yes,119,3,no
5317,41,technician,married,secondary,2123,no,130,2,no
5318,35,blue-collar,single,secondary,-482,yes,472,1,yes
5319,48,management,divorced,tertiary,700,yes,488,2,no
5320,53,blue-collar,married,primary,1388,no,139,4,no
5321,59,entrepreneur,married,primary,222,no,97,1,no
5322,26,blue-collar,single,secondary,592,yes,174,1,no
5323,30,management,married,tertiary,0,no,95,2,no
5324,56,self-employed,married,tertiary,411,no,145,4,no
5325,41,blue-collar,divorced,secondary,-104,yes,32,3,no
5326,52,technician,married,secondary,475,yes,121,3,no
5327,35,admin.,single,secondary,181,yes,217,4,no
5328,41,management,married,tertiary,653,yes,60,2,no
5329,39,management,married,tertiary,0,yes,46,2,no
5330,51,management,married,tertiary,0,yes,263,1,no
5331,46,blue-collar,married,secondary,942,no,240,3,no
5332,43,technician,divorced,primary,13,no,977,4,yes
5333,31,technician,single,secondary,200,no,315,2,no
5334,56,unemployed,married,secondary,660,yes,72,3,no
5335,35,entrepreneur,married,secondary,1309,yes,73,3,no
5336,58,self-employed,married,tertiary,-364,yes,355,1,no
5337,33,technician,married,secondary,-616,yes,320,1,no
5338,36,blue-collar,single,secondary,2596,no,60,6,no
5339,49,entrepreneur,single,secondary,5802,no,175,3,no
5340,47,technician,married,secondary,568,yes,256,2,no
5341,61,retired,married,primary,296,yes,323,2,yes
5342,45,services,married,secondary,561,yes,340,7,no
5343,53,management,divorced,tertiary,2894,yes,163,1,no
5344,31,management,married,tertiary,2344,yes,221,6,no
5345,35,admin.,married,secondary,1345,yes,135,1,no
5346,55,management,married,tertiary,171,yes,73,6,no
5347,50,technician,married,secondary,1838,yes,221,8,no
5348,53,unknown,married,unknown,549,no,74,2,no
5349,45,admin.,married,secondary,1097,yes,174,1,no
5350,45,unemployed,married,tertiary,1148,no,782,2,yes
5351,32,technician,single,tertiary,3818,no,100,4,no
5352,33,blue-collar,married,primary,934,yes,244,2,no
5353,51,blue-collar,married,primary,-637,yes,233,2,no
5354,27,housemaid,married,secondary,65,yes,59,1,no
5355,37,technician,married,secondary,24,yes,136,1,no
5356,45,blue-collar,married,primary,907,no,230,8,no
5357,40,blue-collar,married,secondary,100,yes,218,2,no
5358,41,blue-collar,married,primary,686,yes,888,3,yes
5359,35,management,single,tertiary,3,yes,217,1,no
5360,62,retired,married,tertiary,4692,yes,73,1,no
5361,42,technician,married,secondary,-197,yes,66,7,no
5362,38,management,divorced,tertiary,4335,yes,640,1,yes
5363,36,technician,single,secondary,664,no,309,3,no
5364,59,services,married,secondary,307,yes,250,7,no
5365,46,services,divorced,secondary,5,yes,305,2,no
5366,42,blue-collar,married,primary,-67,yes,128,1,no
5367,27,student,single,secondary,3754,no,106,3,no
5368,44,technician,married,secondary,1139,yes,64,1,no
5369,32,services,married,secondary,250,yes,202,1,no
5370,32,self-employed,divorced,tertiary,3695,yes,34,1,no
5371,43,blue-collar,married,secondary,1025,yes,106,1,no
5372,38,management,married,tertiary,328,no,230,2,yes
5373,40,services,married,secondary,0,yes,297,1,no
5374,44,management,married,tertiary,6203,yes,129,1,no
5375,49,management,divorced,tertiary,1904,no,131,2,no
5376,37,management,married,tertiary,347,yes,282,1,no
5377,40,unemployed,married,secondary,1289,no,260,2,yes
5378,54,management,divorced,tertiary,129,yes,132,1,no
5379,38,blue-collar,married,primary,178,yes,245,1,no
5380,45,management,married,tertiary,81,no,61,3,no
5381,49,self-employed,married,tertiary,599,no,174,1,yes
5382,46,technician,married,secondary,190,yes,370,2,no
5383,39,blue-collar,married,secondary,0,yes,262,1,no
5384,56,management,married,tertiary,563,yes,100,2,no
5385,37,blue-collar,married,secondary,105,yes,69,2,no
5386,39,management,married,tertiary,3518,yes,440,1,yes
5387,53,self-employed,married,secondary,248,no,99,1,no
5388,38,blue-collar,married,secondary,961,yes,346,1,no
5389,25,technician,single,tertiary,640,yes,492,2,yes
5390,35,technician,married,secondary,1144,no,197,13,no
5391,47,unemployed,married,primary,0,no,308,1,no
5392,40,management,married,tertiary,4381,no,126,2,no
5393,31,self-employed,married,tertiary,1134,no,174,2,no
5394,50,technician,married,primary,570,no,21,3,no
5395,40,blue-collar,married,secondary,0,yes,167,2,no
5396,55,retired,married,tertiary,357,yes,526,1,no
5397,31,services,married,secondary,593,yes,391,2,no
5398,59,blue-collar,married,primary,229,yes,19,1,no
5399,52,management,married,primary,0,no,85,3,no
5400,55,unknown,married,secondary,1157,no,289,1,yes
5401,49,management,married,tertiary,234,no,55,6,no
5402,31,self-employed,married,tertiary,322,yes,159,1,no
5403,55,entrepreneur,married,secondary,113,yes,186,1,no
5404,38,entrepreneur,married,secondary,2139,yes,576,1,yes
5405,52,unemployed,married,secondary,2251,yes,58,9,no
5406,57,management,divorced,unknown,0,no,95,1,no
5407,65,management,divorced,tertiary,2756,no,1353,2,yes
5408,53,retired,married,tertiary,7132,no,88,2,no
5409,34,technician,single,tertiary,2047,yes,57,5,no
5410,41,self-employed,single,tertiary,0,no,256,1,no
5411,44,unemployed,married,tertiary,1151,yes,127,2,no
5412,49,technician,married,secondary,5244,no,60,4,no
5413,39,technician,married,secondary,1,yes,506,2,no
5414,54,management,married,tertiary,203,no,70,1,no
5415,22,student,single,secondary,2162,no,168,1,yes
5416,31,admin.,married,secondary,337,no,51,1,no
5417,53,housemaid,married,unknown,0,no,207,1,no
5418,59,technician,divorced,secondary,2,no,164,2,no
5419,59,admin.,married,secondary,1365,no,327,1,yes
5420,56,management,married,tertiary,2366,yes,538,2,yes
5421,52,management,divorced,tertiary,-803,yes,131,3,no
5422,57,entrepreneur,divorced,tertiary,873,no,441,3,no
5423,41,admin.,married,secondary,-76,yes,263,1,no
5424,39,housemaid,married,tertiary,2990,no,127,4,no
5425,35,management,divorced,tertiary,538,yes,66,4,no
5426,53,management,divorced,tertiary,6388,yes,203,2,no
5427,35,technician,married,secondary,840,yes,281,4,no
5428,25,technician,single,secondary,1847,no,137,2,yes
5429,34,services,married,secondary,40,yes,302,2,no
5430,38,self-employed,married,secondary,30,no,91,1,no
5431,42,management,married,primary,860,yes,90,3,no
5432,28,self-employed,single,secondary,123,yes,97,1,no
5433,35,blue-collar,married,secondary,667,yes,10,5,no
5434,34,admin.,single,secondary,601,no,184,3,no
5435,32,technician,married,secondary,616,yes,118,7,no
5436,38,entrepreneur,married,unknown,259,no,63,1,no
5437,32,management,single,tertiary,307,no,96,1,no
5438,41,management,married,tertiary,-29,no,41,2,no
5439,41,blue-collar,married,secondary,849,yes,100,4,no
5440,26,management,single,tertiary,47,yes,63,1,no
5441,60,retired,married,tertiary,2194,yes,31,3,no
5442,51,services,married,unknown,3413,no,146,7,no
5443,24,services,single,secondary,1299,yes,113,2,no
5444,37,blue-collar,married,unknown,622,yes,175,1,no
5445,44,technician,married,secondary,1901,no,165,2,no
5446,74,retired,divorced,primary,166,no,99,1,no
5447,50,technician,married,secondary,1717,no,416,8,no
5448,31,management,single,tertiary,-160,yes,202,2,no
5449,31,admin.,married,secondary,89,no,297,3,no
5450,25,management,single,tertiary,493,yes,301,1,yes
5451,39,entrepreneur,married,tertiary,2644,yes,253,1,no
5452,30,management,single,tertiary,596,no,125,2,no
5453,60,management,married,secondary,0,no,321,4,yes
5454,48,technician,married,secondary,606,yes,231,4,no
5455,30,entrepreneur,married,secondary,-346,yes,88,1,no
5456,43,services,single,secondary,550,yes,107,2,no
5457,44,technician,single,primary,237,yes,54,1,no
5458,29,blue-collar,single,secondary,415,no,161,1,yes
5459,46,unemployed,married,secondary,-125,yes,23,1,no
5460,28,blue-collar,single,tertiary,1984,yes,32,2,no
5461,34,entrepreneur,married,tertiary,121,yes,57,6,no
5462,42,management,divorced,tertiary,266,no,228,1,yes
5463,59,retired,married,secondary,1723,no,70,1,no
5464,27,blue-collar,single,secondary,1049,no,389,3,yes
5465,36,blue-collar,married,primary,21,no,35,1,no
5466,34,blue-collar,single,secondary,341,yes,195,1,no
5467,30,management,married,tertiary,233,yes,382,10,no
5468,50,technician,married,tertiary,247,no,173,1,yes
5469,50,technician,married,tertiary,3117,no,44,2,no
5470,45,entrepreneur,married,secondary,242,no,510,1,yes
5471,40,blue-collar,single,unknown,24,yes,185,1,no
5472,49,management,married,tertiary,7007,no,325,2,yes
5473,54,retired,married,secondary,1851,no,296,3,no
5474,31,blue-collar,single,secondary,573,yes,58,1,no
5475,35,self-employed,married,tertiary,1178,yes,220,2,no
5476,34,blue-collar,married,tertiary,748,yes,161,1,no
5477,48,admin.,divorced,secondary,-407,yes,210,2,no
5478,51,blue-collar,married,secondary,4695,no,8,10,no
5479,47,unemployed,single,tertiary,2500,no,240,1,yes
5480,45,retired,single,secondary,86,no,64,5,no
5481,33,management,married,tertiary,968,no,95,10,no
5482,33,services,single,secondary,192,no,255,1,no
5483,27,unemployed,single,primary,93,no,4,1,no
5484,47,technician,married,secondary,0,yes,234,1,no
5485,54,self-employed,divorced,tertiary,0,yes,309,3,no
5486,37,management,married,tertiary,-491,yes,80,2,no
5487,43,unknown,married,unknown,1517,no,45,1,no
5488,49,management,married,tertiary,0,yes,102,1,no
5489,43,unemployed,married,secondary,775,no,98,1,no
5490,27,admin.,single,secondary,276,yes,311,2,no
5491,44,services,married,secondary,5781,yes,195,1,no
5492,37,management,divorced,tertiary,0,yes,217,6,no
5493,50,services,married,secondary,901,yes,8,6,no
5494,50,entrepreneur,married,primary,431,yes,12,5,no
5495,52,services,married,primary,911,no,29,2,no
5496,26,admin.,single,secondary,96,no,606,1,yes
5497,35,technician,married,secondary,0,yes,199,1,no
5498,47,services,divorced,secondary,-288,yes,107,7,no
5499,55,services,divorced,primary,2923,yes,104,2,no
5500,26,blue-collar,single,primary,16,no,249,2,no
5501,37,self-employed,married,secondary,744,yes,161,3,no
5502,56,blue-collar,married,primary,551,no,27,1,no
5503,33,management,married,tertiary,322,yes,77,3,no
5504,36,blue-collar,married,secondary,199,yes,183,1,no
5505,32,management,single,tertiary,0,no,360,2,no
5506,30,technician,single,tertiary,0,no,262,6,no
5507,39,management,single,tertiary,633,no,105,2,no
5508,28,management,single,tertiary,203,no,145,2,yes
5509,36,self-employed,single,tertiary,583,no,859,1,yes
5510,39,admin.,single,secondary,2749,yes,128,1,no
5511,48,management,divorced,secondary,769,no,58,2,no
5512,34,blue-collar,married,secondary,1924,yes,161,2,no
5513,50,blue-collar,married,primary,1064,yes,31,2,no
5514,26,admin.,single,secondary,1099,no,99,2,no
5515,35,entrepreneur,married,secondary,2971,no,112,2,no
5516,44,blue-collar,married,primary,2657,yes,202,2,no
5517,47,management,married,secondary,21,yes,229,2,no
5518,62,management,married,tertiary,0,no,113,3,no
5519,55,management,single,tertiary,0,no,222,3,no
5520,26,management,single,tertiary,9447,no,113,1,yes
5521,88,retired,married,secondary,433,no,161,1,no
5522,28,technician,single,tertiary,375,yes,43,1,no
5523,41,services,married,secondary,2399,yes,303,2,no
5524,25,technician,single,tertiary,148,no,421,1,yes
5525,40,entrepreneur,divorced,tertiary,224,no,606,1,yes
5526,35,blue-collar,married,primary,147,yes,358,1,no
5527,65,retired,divorced,secondary,744,no,182,1,yes
5528,40,self-employed,single,tertiary,-94,yes,90,1,no
5529,43,management,divorced,tertiary,9,yes,89,5,no
5530,29,management,single,tertiary,1218,no,258,2,yes
5531,48,management,single,secondary,1106,no,265,1,yes
5532,35,blue-collar,married,secondary,0,yes,277,1,no
5533,30,technician,single,secondary,167,no,9,1,no
5534,32,management,single,tertiary,0,yes,415,2,no
5535,30,student,married,tertiary,324,no,585,4,yes
5536,30,admin.,single,secondary,127,yes,16,6,no
5537,24,admin.,married,secondary,230,yes,73,1,no
5538,29,technician,married,secondary,344,yes,279,2,no
5539,44,management,married,tertiary,105,yes,1529,2,yes
5540,42,blue-collar,married,secondary,634,yes,256,2,no
5541,45,housemaid,married,primary,317,yes,325,2,no
5542,57,housemaid,married,primary,2234,no,201,5,no
5543,36,blue-collar,married,primary,223,yes,12,3,no
5544,49,technician,married,primary,230,yes,96,1,no
5545,30,technician,single,tertiary,0,no,214,2,no
5546,48,management,divorced,tertiary,313,no,208,1,yes
5547,32,services,married,secondary,289,yes,63,1,no
5548,35,technician,married,secondary,0,yes,139,1,no
5549,40,entrepreneur,married,primary,3676,yes,101,1,no
5550,32,housemaid,married,primary,-184,yes,129,2,no
5551,37,admin.,single,tertiary,3954,yes,87,1,no
5552,37,management,married,tertiary,2951,no,101,3,no
5553,43,management,married,tertiary,78,yes,36,1,no
5554,48,technician,married,secondary,1526,no,273,2,yes
5555,36,technician,married,secondary,0,yes,193,5,no
5556,33,unemployed,single,secondary,233,yes,221,4,no
5557,33,management,married,secondary,67,yes,316,4,no
5558,36,services,single,primary,38,no,308,4,no
5559,65,retired,married,tertiary,1948,no,102,2,yes
5560,50,housemaid,married,primary,5296,no,64,7,no
5561,34,management,single,tertiary,612,no,192,1,yes
5562,35,entrepreneur,married,secondary,4872,yes,34,3,no
5563,32,management,single,tertiary,131,yes,112,1,no
5564,34,technician,single,secondary,4943,yes,117,2,no
5565,34,blue-collar,married,secondary,-257,yes,160,1,no
5566,33,blue-collar,married,primary,331,yes,139,3,no
5567,45,blue-collar,married,secondary,105,yes,119,1,no
5568,35,blue-collar,married,secondary,1160,no,62,1,no
5569,53,technician,married,secondary,4930,no,228,2,no
5570,39,services,divorced,primary,471,yes,161,2,no
5571,38,blue-collar,married,secondary,35,yes,130,2,no
5572,35,management,single,tertiary,1750,yes,422,1,yes
5573,52,blue-collar,married,secondary,5275,no,1029,3,yes
5574,30,technician,single,secondary,728,yes,393,1,no
5575,37,self-employed,married,tertiary,0,no,143,1,no
5576,33,self-employed,married,tertiary,263,no,79,4,no
5577,52,management,married,tertiary,601,yes,249,2,no
5578,29,admin.,married,secondary,6429,yes,535,1,yes
5579,28,admin.,single,secondary,1076,yes,537,5,yes
5580,37,blue-collar,married,secondary,-57,yes,55,5,no
5581,33,admin.,single,tertiary,2,no,132,2,no
5582,32,technician,married,tertiary,514,yes,414,2,no
5583,25,blue-collar,single,secondary,-375,yes,61,2,no
5584,37,technician,married,secondary,28,no,101,2,no
5585,34,management,single,tertiary,404,yes,10,6,no
5586,40,unemployed,married,secondary,3430,yes,1855,3,yes
5587,40,management,married,secondary,99,no,15,5,no
5588,38,services,married,secondary,2669,yes,208,2,no
5589,39,management,single,tertiary,202,yes,59,1,no
5590,37,management,single,unknown,715,yes,247,2,no
5591,35,blue-collar,married,secondary,674,yes,274,2,no
5592,33,management,single,tertiary,312,no,271,1,yes
5593,38,management,married,tertiary,1463,yes,425,4,no
5594,37,management,married,tertiary,789,yes,93,1,no
5595,29,unemployed,single,tertiary,7,no,51,1,no
5596,42,services,married,primary,473,yes,54,1,no
5597,45,management,divorced,tertiary,3150,yes,101,2,no
5598,42,services,married,tertiary,12223,yes,36,1,no
5599,33,blue-collar,married,secondary,1541,yes,423,2,no
5600,35,blue-collar,single,secondary,142,yes,266,2,no
5601,30,technician,single,tertiary,3,yes,174,1,yes
5602,31,blue-collar,single,secondary,1207,yes,163,2,no
5603,45,technician,married,secondary,351,yes,18,2,no
5604,44,admin.,divorced,secondary,777,yes,517,3,no
5605,31,services,married,primary,997,yes,256,1,no
5606,30,admin.,married,secondary,15,yes,257,1,no
5607,54,management,married,tertiary,2819,no,123,3,no
5608,35,blue-collar,married,secondary,126,yes,472,1,no
5609,36,admin.,married,secondary,953,yes,38,1,no
5610,55,housemaid,married,primary,10,no,174,3,no
5611,45,management,married,tertiary,-577,yes,204,1,no
5612,30,unemployed,single,tertiary,1159,no,95,1,no
5613,57,unemployed,married,secondary,1350,no,131,1,no
5614,59,housemaid,married,primary,88,yes,63,5,no
5615,47,blue-collar,married,primary,-245,yes,67,4,no
5616,34,technician,single,secondary,161,no,61,2,no
5617,46,unemployed,divorced,secondary,41,yes,249,4,no
5618,56,services,divorced,secondary,450,no,47,1,no
5619,24,student,single,unknown,782,no,12,7,no
5620,40,admin.,married,secondary,-666,yes,107,2,no
5621,50,management,married,tertiary,-151,yes,63,2,no
5622,31,blue-collar,married,primary,55,yes,340,2,no
5623,37,management,married,tertiary,-666,yes,204,2,no
